date,sector,compra,compra_pc,venda,venda_pc,net,net_pc
2011-08-10,Outras Jurídicas Financeiras,5094,0.27,1,0,5093,0.27
2011-08-10,Pessoa Física,29,0,130,0.01,-101,-0.01
2011-08-10,Pessoa Jurídica Não Financeira,12422,0.66,16329,0.87,-3907,-0.20999999999999996
2011-08-11,Bancos,1165014,61.54,964521,50.95,200493,10.589999999999996
2011-08-11,DTVM'S e Corretoras de Valores,3,0,0,0,3,0
2011-08-11,Invest Institucional Nacional,419019,22.13,328672,17.36,90347,4.77
2011-08-11,Investidores Não Residentes,291142,15.38,583065,30.8,-291923,-15.42
2011-08-11,Outras Jurídicas Financeiras,5094,0.27,1,0,5093,0.27
2011-08-11,Pessoa Física,29,0,130,0.01,-101,-0.01
2011-08-11,Pessoa Jurídica Não Financeira,12817,0.68,16729,0.88,-3912,-0.19999999999999996
2011-08-12,Bancos,1178157,61.37,977422,50.91,200735,10.46
2011-08-12,Invest Institucional Nacional,427557,22.27,336649,17.53,90908,4.739999999999998
2011-08-12,Investidores Não Residentes,295333,15.38,588039,30.63,-292706,-15.249999999999998
2011-08-12,Outras Jurídicas Financeiras,5094,0.27,1,0,5093,0.27
2011-08-12,Pessoa Física,29,0,130,0.01,-101,-0.01
2011-08-12,Pessoa Jurídica Não Financeira,13700,0.71,17629,0.92,-3929,-0.21000000000000008
2011-08-15,Bancos,1183636,61.5,974761,50.65,208875,10.850000000000001
2011-08-15,Invest Institucional Nacional,421620,21.91,340000,17.67,81620,4.239999999999998
2011-08-15,Investidores Não Residentes,300060,15.59,591622,30.74,-291562,-15.149999999999999
2011-08-15,Outras Jurídicas Financeiras,5094,0.26,1,0,5093,0.26
2011-08-15,Pessoa Física,0,0,84,0,-84,0
2011-08-15,Pessoa Jurídica Não Financeira,14101,0.73,18043,0.94,-3942,-0.20999999999999996
2011-08-16,Bancos,1185064,61.42,976323,50.6,208741,10.82
2011-08-16,Invest Institucional Nacional,422204,21.88,340202,17.63,82002,4.25
2011-08-16,Investidores Não Residentes,302731,15.69,594548,30.81,-291817,-15.12
2011-08-16,Outras Jurídicas Financeiras,5094,0.26,1,0,5093,0.26
2011-08-16,Pessoa Física,0,0,75,0,-75,0
2011-08-16,Pessoa Jurídica Não Financeira,14460,0.75,18404,0.95,-3944,-0.19999999999999996
2011-08-17,Bancos,1193118,61.22,984007,50.49,209111,10.729999999999997
2011-08-17,Invest Institucional Nacional,420963,21.6,338991,17.39,81972,4.210000000000001
2011-08-17,Investidores Não Residentes,315146,16.17,607306,31.16,-292160,-14.989999999999998
2011-08-17,Outras Jurídicas Financeiras,5095,0.26,0,0,5095,0.26
2011-08-17,Pessoa Física,0,0,75,0,-75,0
2011-08-17,Pessoa Jurídica Não Financeira,14562,0.75,18505,0.95,-3943,-0.19999999999999996
2011-08-18,Bancos,1199057,60.61,989533,50.02,209524,10.589999999999996
2011-08-18,DTVM'S e Corretoras de Valores,1,0,0,0,1,0
2011-08-18,Invest Institucional Nacional,428379,21.65,346553,17.52,81826,4.129999999999999
2011-08-18,Investidores Não Residentes,330970,16.73,623388,31.51,-292418,-14.780000000000001
2011-08-18,Outras Jurídicas Financeiras,5094,0.26,0,0,5094,0.26
2011-08-18,Pessoa Física,0,0,75,0,-75,0
2011-08-18,Pessoa Jurídica Não Financeira,14895,0.75,18847,0.95,-3952,-0.19999999999999996
2011-08-19,Bancos,1199450,60.49,989846,49.92,209604,10.57
2011-08-19,Invest Institucional Nacional,428383,21.6,346506,17.48,81877,4.120000000000001
2011-08-19,Investidores Não Residentes,334512,16.87,627048,31.62,-292536,-14.75
2011-08-19,Outras Jurídicas Financeiras,5095,0.26,0,0,5095,0.26
2011-08-19,Pessoa Física,0,0,75,0,-75,0
2011-08-19,Pessoa Jurídica Não Financeira,15382,0.78,19347,0.98,-3965,-0.19999999999999996
2011-08-22,Bancos,1208593,60.43,1000859,50.05,207734,10.380000000000003
2011-08-22,Invest Institucional Nacional,430337,21.52,346501,17.33,83836,4.190000000000001
2011-08-22,Investidores Não Residentes,340205,17.01,632815,31.64,-292610,-14.629999999999999
2011-08-22,Outras Jurídicas Financeiras,5094,0.25,0,0,5094,0.25
2011-08-22,Pessoa Física,0,0,75,0,-75,0
2011-08-22,Pessoa Jurídica Não Financeira,15678,0.78,19657,0.98,-3979,-0.19999999999999996
2011-08-23,Bancos,1216480,60.72,1007951,50.31,208529,10.409999999999997
2011-08-23,Invest Institucional Nacional,423936,21.16,340875,17.01,83061,4.149999999999999
2011-08-23,Investidores Não Residentes,340972,17.02,633562,31.62,-292590,-14.600000000000001
2011-08-23,Outras Jurídicas Financeiras,5094,0.25,0,0,5094,0.25
2011-08-23,Pessoa Física,0,0,75,0,-75,0
2011-08-23,Pessoa Jurídica Não Financeira,16911,0.84,20930,1.04,-4019,-0.20000000000000007
2011-08-24,Bancos,1214597,60.73,1007870,50.39,206727,10.339999999999996
2011-08-24,Invest Institucional Nacional,422980,21.15,338155,16.91,84825,4.239999999999998
2011-08-24,Investidores Não Residentes,340460,17.02,633010,31.65,-292550,-14.629999999999999
2011-08-24,Outras Jurídicas Financeiras,5094,0.25,0,0,5094,0.25
2011-08-24,Pessoa Física,0,0,75,0,-75,0
2011-08-24,Pessoa Jurídica Não Financeira,16811,0.84,20832,1.04,-4021,-0.20000000000000007
2011-08-25,Bancos,1220860,61.19,1009220,50.58,211640,10.61
2011-08-25,Invest Institucional Nacional,415149,20.81,335285,16.8,79864,4.009999999999998
2011-08-25,Investidores Não Residentes,337260,16.9,629757,31.56,-292497,-14.66
2011-08-25,Outras Jurídicas Financeiras,5094,0.26,0,0,5094,0.26
2011-08-25,Pessoa Física,0,0,75,0,-75,0
2011-08-25,Pessoa Jurídica Não Financeira,16978,0.85,21004,1.05,-4026,-0.20000000000000007
2011-08-26,Bancos,1234104,61.1,1022703,50.64,211401,10.46
2011-08-26,Invest Institucional Nacional,420870,20.84,341106,16.89,79764,3.9499999999999993
2011-08-26,Investidores Não Residentes,341692,16.92,633833,31.38,-292141,-14.459999999999997
2011-08-26,Outras Jurídicas Financeiras,5094,0.25,0,0,5094,0.25
2011-08-26,Pessoa Física,50,0,125,0.01,-75,-0.01
2011-08-26,Pessoa Jurídica Não Financeira,17864,0.88,21907,1.08,-4043,-0.20000000000000007
2011-08-29,Bancos,1262172,59.5,1050639,49.53,211533,9.969999999999999
2011-08-29,Invest Institucional Nacional,450379,21.23,370493,17.46,79886,3.7699999999999996
2011-08-29,Investidores Não Residentes,385766,18.18,678160,31.97,-292394,-13.79
2011-08-29,Outras Jurídicas Financeiras,5094,0.24,0,0,5094,0.24
2011-08-29,Pessoa Física,50,0,125,0.01,-75,-0.01
2011-08-29,Pessoa Jurídica Não Financeira,17959,0.85,22003,1.04,-4044,-0.19000000000000006
2011-08-30,Bancos,1261970,58.84,1055761,49.22,206209,9.620000000000005
2011-08-30,DTVM'S e Corretoras de Valores,0,0,1,0,-1,0
2011-08-30,Invest Institucional Nacional,468994,21.87,389084,18.14,79910,3.7300000000000004
2011-08-30,Investidores Não Residentes,391470,18.25,678575,31.64,-287105,-13.39
2011-08-30,Outras Jurídicas Financeiras,5094,0.24,0,0,5094,0.24
2011-08-30,Pessoa Física,50,0,125,0.01,-75,-0.01
2011-08-30,Pessoa Jurídica Não Financeira,17306,0.81,21338,0.99,-4032,-0.17999999999999994
2011-08-31,Bancos,1262824,58.56,1057338,49.03,205486,9.530000000000001
2011-08-31,Invest Institucional Nacional,473301,21.95,393147,18.23,80154,3.719999999999999
2011-08-31,Investidores Não Residentes,397687,18.44,684310,31.73,-286623,-13.29
2011-08-31,Outras Jurídicas Financeiras,5094,0.24,0,0,5094,0.24
2011-08-31,Pessoa Física,50,0,125,0.01,-75,-0.01
2011-08-31,Pessoa Jurídica Não Financeira,17502,0.81,21538,1,-4036,-0.18999999999999995
2011-09-01,Bancos,1123225,60.48,970715,52.27,152510,8.209999999999994
2011-09-01,Invest Institucional Nacional,411830,22.18,280556,15.11,131274,7.07
2011-09-01,Investidores Não Residentes,304891,16.42,585943,31.55,-281052,-15.129999999999999
2011-09-01,Outras Jurídicas Financeiras,5094,0.27,0,0,5094,0.27
2011-09-01,Pessoa Física,50,0,50,0,0,0
2011-09-01,Pessoa Jurídica Não Financeira,12009,0.65,19835,1.07,-7826,-0.42000000000000004
2011-09-02,Bancos,1146020,60.74,994034,52.68,151986,8.060000000000002
2011-09-02,Invest Institucional Nacional,415683,22.03,284405,15.07,131278,6.960000000000001
2011-09-02,Investidores Não Residentes,307353,16.29,587870,31.16,-280517,-14.870000000000001
2011-09-02,Outras Jurídicas Financeiras,5094,0.27,0,0,5094,0.27
2011-09-02,Pessoa Física,50,0,50,0,0,0
2011-09-02,Pessoa Jurídica Não Financeira,12594,0.67,20435,1.08,-7841,-0.41000000000000003
2011-09-05,Bancos,1159361,61.14,1007505,53.14,151856,8
2011-09-05,Invest Institucional Nacional,414205,21.84,282838,14.92,131367,6.92
2011-09-05,Investidores Não Residentes,304578,16.06,585051,30.86,-280473,-14.8
2011-09-05,Outras Jurídicas Financeiras,5094,0.27,0,0,5094,0.27
2011-09-05,Pessoa Física,50,0,50,0,0,0
2011-09-05,Pessoa Jurídica Não Financeira,12831,0.68,20675,1.09,-7844,-0.41000000000000003
2011-09-06,Bancos,1155174,60.91,1003842,52.93,151332,7.979999999999997
2011-09-06,Invest Institucional Nacional,421016,22.2,289471,15.26,131545,6.9399999999999995
2011-09-06,Investidores Não Residentes,302246,15.94,582373,30.71,-280127,-14.770000000000001
2011-09-06,Outras Jurídicas Financeiras,5094,0.27,0,0,5094,0.27
2011-09-06,Pessoa Física,50,0,50,0,0,0
2011-09-06,Pessoa Jurídica Não Financeira,12931,0.68,20775,1.1,-7844,-0.42000000000000004
2011-09-08,Bancos,1150131,60.76,998624,52.76,151507,8
2011-09-08,Invest Institucional Nacional,420620,22.22,288999,15.27,131621,6.949999999999999
2011-09-08,Investidores Não Residentes,303681,16.04,584054,30.86,-280373,-14.82
2011-09-08,Outras Jurídicas Financeiras,5094,0.27,0,0,5094,0.27
2011-09-08,Pessoa Física,3,0,0,0,3,0
2011-09-08,Pessoa Jurídica Não Financeira,13273,0.7,21125,1.12,-7852,-0.42000000000000015
2011-09-09,Bancos,1148747,60.68,997691,52.7,151056,7.979999999999997
2011-09-09,Invest Institucional Nacional,420572,22.22,289120,15.27,131452,6.949999999999999
2011-09-09,Investidores Não Residentes,305059,16.11,584805,30.89,-279746,-14.780000000000001
2011-09-09,Outras Jurídicas Financeiras,5094,0.27,0,0,5094,0.27
2011-09-09,Pessoa Física,3,0,0,0,3,0
2011-09-09,Pessoa Jurídica Não Financeira,13566,0.72,21425,1.13,-7859,-0.4099999999999999
2011-09-12,Bancos,1153450,60.57,1000991,52.57,152459,8
2011-09-12,Invest Institucional Nacional,427694,22.46,296412,15.57,131282,6.890000000000001
2011-09-12,Investidores Não Residentes,304158,15.97,585129,30.73,-280971,-14.76
2011-09-12,Outras Jurídicas Financeiras,5094,0.27,0,0,5094,0.27
2011-09-12,Pessoa Física,3,0,0,0,3,0
2011-09-12,Pessoa Jurídica Não Financeira,13858,0.73,21725,1.14,-7867,-0.4099999999999999
2011-09-13,Bancos,1155552,60.6,1003276,52.62,152276,7.980000000000004
2011-09-13,Invest Institucional Nacional,428200,22.46,296875,15.57,131325,6.890000000000001
2011-09-13,Investidores Não Residentes,304837,15.99,585683,30.72,-280846,-14.729999999999999
2011-09-13,Outras Jurídicas Financeiras,5094,0.27,0,0,5094,0.27
2011-09-13,Pessoa Física,3,0,0,0,3,0
2011-09-13,Pessoa Jurídica Não Financeira,13073,0.69,20925,1.1,-7852,-0.41000000000000014
2011-09-14,Bancos,1151528,60.13,1010416,52.76,141112,7.3700000000000045
2011-09-14,Invest Institucional Nacional,436572,22.8,305155,15.94,131417,6.860000000000001
2011-09-14,Investidores Não Residentes,308690,16.12,578459,30.21,-269769,-14.09
2011-09-14,Outras Jurídicas Financeiras,5094,0.27,0,0,5094,0.27
2011-09-14,Pessoa Física,3,0,0,0,3,0
2011-09-14,Pessoa Jurídica Não Financeira,13068,0.68,20925,1.09,-7857,-0.41000000000000003
2011-09-15,Bancos,1162010,59.91,1022001,52.69,140009,7.219999999999999
2011-09-15,DTVM'S e Corretoras de Valores,2,0,0,0,2,0
2011-09-15,Invest Institucional Nacional,450526,23.23,318110,16.4,132416,6.830000000000002
2011-09-15,Investidores Não Residentes,308925,15.93,578596,29.83,-269671,-13.899999999999999
2011-09-15,Outras Jurídicas Financeiras,5094,0.26,0,0,5094,0.26
2011-09-15,Pessoa Física,3,0,0,0,3,0
2011-09-15,Pessoa Jurídica Não Financeira,13072,0.67,20925,1.08,-7853,-0.41000000000000003
2011-09-16,Bancos,1172280,59.91,1032174,52.75,140106,7.159999999999997
2011-09-16,DTVM'S e Corretoras de Valores,2,0,0,0,2,0
2011-09-16,Invest Institucional Nacional,457307,23.37,324839,16.6,132468,6.77
2011-09-16,Investidores Não Residentes,308982,15.79,578802,29.58,-269820,-13.79
2011-09-16,Outras Jurídicas Financeiras,5094,0.26,0,0,5094,0.26
2011-09-16,Pessoa Física,3,0,0,0,3,0
2011-09-16,Pessoa Jurídica Não Financeira,13072,0.67,20925,1.07,-7853,-0.4
2011-09-19,Bancos,1163393,59.58,1023638,52.42,139755,7.159999999999997
2011-09-19,Invest Institucional Nacional,454906,23.3,322435,16.51,132471,6.789999999999999
2011-09-19,Investidores Não Residentes,316095,16.19,585570,29.99,-269475,-13.799999999999997
2011-09-19,Outras Jurídicas Financeiras,5094,0.26,0,0,5094,0.26
2011-09-19,Pessoa Física,3,0,0,0,3,0
2011-09-19,Pessoa Jurídica Não Financeira,13152,0.67,21000,1.08,-7848,-0.41000000000000003
2011-09-20,Bancos,1180390,59.67,1040530,52.6,139860,7.07
2011-09-20,Invest Institucional Nacional,454583,22.98,322036,16.28,132547,6.699999999999999
2011-09-20,Investidores Não Residentes,323584,16.36,594212,30.04,-270628,-13.68
2011-09-20,Outras Jurídicas Financeiras,5096,0.26,0,0,5096,0.26
2011-09-20,Pessoa Física,3,0,0,0,3,0
2011-09-20,Pessoa Jurídica Não Financeira,14422,0.73,21300,1.08,-6878,-0.3500000000000001
2011-09-21,Bancos,1182864,59.47,1045524,52.56,137340,6.909999999999997
2011-09-21,DTVM'S e Corretoras de Valores,0,0,1,0,-1,0
2011-09-21,Invest Institucional Nacional,459010,23.08,326388,16.41,132622,6.669999999999998
2011-09-21,Investidores Não Residentes,326537,16.42,596694,30,-270157,-13.579999999999998
2011-09-21,Outras Jurídicas Financeiras,5096,0.26,0,0,5096,0.26
2011-09-21,Pessoa Física,3,0,0,0,3,0
2011-09-21,Pessoa Jurídica Não Financeira,15597,0.78,20500,1.03,-4903,-0.25
2011-09-22,Bancos,1200310,60.19,1060333,53.17,139977,7.019999999999996
2011-09-22,DTVM'S e Corretoras de Valores,0,0,1,0,-1,0
2011-09-22,Invest Institucional Nacional,442666,22.2,315048,15.8,127618,6.399999999999999
2011-09-22,Investidores Não Residentes,329458,16.52,597214,29.95,-267756,-13.43
2011-09-22,Outras Jurídicas Financeiras,5094,0.26,0,0,5094,0.26
2011-09-22,Pessoa Física,3,0,0,0,3,0
2011-09-22,Pessoa Jurídica Não Financeira,16566,0.83,21501,1.08,-4935,-0.2500000000000001
2011-09-23,Bancos,1205057,60.2,1065596,53.23,139461,6.970000000000006
2011-09-23,Invest Institucional Nacional,436889,21.82,307587,15.36,129302,6.460000000000001
2011-09-23,Investidores Não Residentes,337814,16.87,606725,30.31,-268911,-13.439999999999998
2011-09-23,Outras Jurídicas Financeiras,5094,0.25,0,0,5094,0.25
2011-09-23,Pessoa Física,3,0,0,0,3,0
2011-09-23,Pessoa Jurídica Não Financeira,17051,0.85,22000,1.1,-4949,-0.2500000000000001
2011-09-26,Bancos,1208136,59.82,1072834,53.12,135302,6.700000000000003
2011-09-26,Invest Institucional Nacional,445123,22.04,315759,15.63,129364,6.409999999999998
2011-09-26,Investidores Não Residentes,343704,17.02,610215,30.21,-266511,-13.190000000000001
2011-09-26,Outras Jurídicas Financeiras,5094,0.25,1,0,5093,0.25
2011-09-26,Pessoa Física,3,0,0,0,3,0
2011-09-26,Pessoa Jurídica Não Financeira,17719,0.88,20970,1.04,-3251,-0.16000000000000003
2011-09-27,Bancos,1213283,59.82,1074672,52.98,138611,6.840000000000003
2011-09-27,Invest Institucional Nacional,450248,22.2,322443,15.9,127805,6.299999999999999
2011-09-27,Investidores Não Residentes,341692,16.85,609944,30.07,-268252,-13.219999999999999
2011-09-27,Outras Jurídicas Financeiras,5094,0.25,1,0,5093,0.25
2011-09-27,Pessoa Física,3,0,0,0,3,0
2011-09-27,Pessoa Jurídica Não Financeira,18010,0.89,21270,1.05,-3260,-0.16000000000000003
2011-09-28,Bancos,1286907,60.72,1148260,54.18,138647,6.539999999999999
2011-09-28,Invest Institucional Nacional,445818,21.04,320376,15.12,125442,5.92
2011-09-28,Investidores Não Residentes,363407,17.15,629338,29.7,-265931,-12.55
2011-09-28,Outras Jurídicas Financeiras,5094,0.24,0,0,5094,0.24
2011-09-28,Pessoa Física,3,0,0,0,3,0
2011-09-28,Pessoa Jurídica Não Financeira,18075,0.85,21330,1.01,-3255,-0.16000000000000003
2011-09-29,Bancos,1289049,60.32,1152635,53.93,136414,6.390000000000001
2011-09-29,Invest Institucional Nacional,446149,20.88,320641,15,125508,5.879999999999999
2011-09-29,Investidores Não Residentes,378743,17.72,641506,30.02,-262763,-12.3
2011-09-29,Outras Jurídicas Financeiras,5094,0.24,0,0,5094,0.24
2011-09-29,Pessoa Física,3,0,0,0,3,0
2011-09-29,Pessoa Jurídica Não Financeira,18076,0.85,22332,1.04,-4256,-0.19000000000000006
2011-09-30,Bancos,1285464,59.83,1141992,53.16,143472,6.670000000000002
2011-09-30,Invest Institucional Nacional,458230,21.33,342280,15.93,115950,5.399999999999999
2011-09-30,Investidores Não Residentes,380917,17.73,641176,29.84,-260259,-12.11
2011-09-30,Outras Jurídicas Financeiras,5094,0.24,0,0,5094,0.24
2011-09-30,Pessoa Física,3,0,0,0,3,0
2011-09-30,Pessoa Jurídica Não Financeira,18668,0.87,22928,1.07,-4260,-0.20000000000000007
2011-10-03,Bancos,988409,54.98,1058532,58.88,-70123,-3.9000000000000057
2011-10-03,Invest Institucional Nacional,434453,24.17,269747,15,164706,9.170000000000002
2011-10-03,Investidores Não Residentes,363374,20.21,446470,24.83,-83096,-4.6199999999999974
2011-10-03,Outras Jurídicas Financeiras,3395,0.19,0,0,3395,0.19
2011-10-03,Pessoa Jurídica Não Financeira,8191,0.46,23073,1.28,-14882,-0.8200000000000001
2011-10-04,Bancos,999485,54.95,1079529,59.35,-80044,-4.399999999999999
2011-10-04,Invest Institucional Nacional,444510,24.44,281054,15.45,163456,8.990000000000002
2011-10-04,Investidores Não Residentes,363452,19.98,445039,24.47,-81587,-4.489999999999998
2011-10-04,Outras Jurídicas Financeiras,3395,0.19,0,0,3395,0.19
2011-10-04,Pessoa Jurídica Não Financeira,8099,0.45,13319,0.73,-5220,-0.27999999999999997
2011-10-05,Bancos,1004629,55.16,1084732,59.56,-80103,-4.400000000000006
2011-10-05,Invest Institucional Nacional,438460,24.07,275008,15.1,163452,8.97
2011-10-05,Investidores Não Residentes,366684,20.13,448201,24.61,-81517,-4.48
2011-10-05,Outras Jurídicas Financeiras,3395,0.19,0,0,3395,0.19
2011-10-05,Pessoa Jurídica Não Financeira,8104,0.44,13331,0.73,-5227,-0.29
2011-10-06,Bancos,1012497,55.2,1092632,59.57,-80135,-4.3699999999999974
2011-10-06,Invest Institucional Nacional,435268,23.73,272016,14.83,163252,8.9
2011-10-06,Investidores Não Residentes,373712,20.37,454971,24.8,-81259,-4.43
2011-10-06,Outras Jurídicas Financeiras,3395,0.19,0,0,3395,0.19
2011-10-06,Pessoa Jurídica Não Financeira,9382,0.51,14635,0.8,-5253,-0.29000000000000004
2011-10-07,Bancos,1017868,55.26,1100733,59.76,-82865,-4.5
2011-10-07,Invest Institucional Nacional,437073,23.73,273831,14.87,163242,8.860000000000001
2011-10-07,Investidores Não Residentes,374341,20.32,452860,24.58,-78519,-4.259999999999998
2011-10-07,Outras Jurídicas Financeiras,3395,0.18,0,0,3395,0.18
2011-10-07,Pessoa Jurídica Não Financeira,9385,0.51,14638,0.79,-5253,-0.28
2011-10-10,Bancos,1020563,55.32,1103577,59.82,-83014,-4.5
2011-10-10,Invest Institucional Nacional,436918,23.68,273556,14.83,163362,8.85
2011-10-10,Investidores Não Residentes,374548,20.3,453036,24.56,-78488,-4.259999999999998
2011-10-10,Outras Jurídicas Financeiras,3395,0.18,0,0,3395,0.18
2011-10-10,Pessoa Jurídica Não Financeira,9385,0.51,14640,0.79,-5255,-0.28
2011-10-11,Bancos,1031443,55.3,1122613,60.18,-91170,-4.880000000000003
2011-10-11,Invest Institucional Nacional,444788,23.85,273243,14.65,171545,9.200000000000001
2011-10-11,Investidores Não Residentes,376125,20.16,454632,24.37,-78507,-4.210000000000001
2011-10-11,Outras Jurídicas Financeiras,3395,0.18,0,0,3395,0.18
2011-10-11,Pessoa Jurídica Não Financeira,9537,0.51,14800,0.79,-5263,-0.28
2011-10-13,Bancos,1050706,55.64,1142212,60.48,-91506,-4.839999999999996
2011-10-13,Invest Institucional Nacional,445919,23.61,273945,14.51,171974,9.1
2011-10-13,Investidores Não Residentes,378869,20.06,457459,24.22,-78590,-4.16
2011-10-13,Outras Jurídicas Financeiras,3395,0.18,0,0,3395,0.18
2011-10-13,Pessoa Jurídica Não Financeira,9634,0.51,14907,0.79,-5273,-0.28
2011-10-14,Bancos,1059283,55.51,1150692,60.3,-91409,-4.789999999999999
2011-10-14,Invest Institucional Nacional,449233,23.54,277255,14.53,171978,9.01
2011-10-14,Investidores Não Residentes,385706,20.21,464354,24.33,-78648,-4.1199999999999974
2011-10-14,Outras Jurídicas Financeiras,3395,0.18,0,0,3395,0.18
2011-10-14,Pessoa Jurídica Não Financeira,10691,0.56,16007,0.84,-5316,-0.2799999999999999
2011-10-17,Bancos,1061505,55.28,1153261,60.06,-91756,-4.780000000000001
2011-10-17,Invest Institucional Nacional,458092,23.86,286081,14.9,172011,8.959999999999999
2011-10-17,Investidores Não Residentes,386297,20.12,465047,24.22,-78750,-4.099999999999998
2011-10-17,Outras Jurídicas Financeiras,3395,0.18,0,0,3395,0.18
2011-10-17,Pessoa Jurídica Não Financeira,10800,0.56,15700,0.82,-4900,-0.2599999999999999
2011-10-18,Bancos,1058649,54.75,1150346,59.49,-91697,-4.740000000000002
2011-10-18,Invest Institucional Nacional,472139,24.42,299996,15.52,172143,8.900000000000002
2011-10-18,Investidores Não Residentes,388479,20.09,467415,24.17,-78936,-4.080000000000002
2011-10-18,Outras Jurídicas Financeiras,3395,0.18,0,0,3395,0.18
2011-10-18,Pessoa Jurídica Não Financeira,10874,0.56,15779,0.82,-4905,-0.2599999999999999
2011-10-19,Bancos,1058655,54.8,1150252,59.55,-91597,-4.75
2011-10-19,Invest Institucional Nacional,475402,24.61,303083,15.69,172319,8.92
2011-10-19,Investidores Não Residentes,383286,19.84,462498,23.94,-79212,-4.100000000000001
2011-10-19,Outras Jurídicas Financeiras,3395,0.18,0,0,3395,0.18
2011-10-19,Pessoa Jurídica Não Financeira,10992,0.57,15897,0.82,-4905,-0.25
2011-10-20,Bancos,1074253,55.18,1165705,59.88,-91452,-4.700000000000003
2011-10-20,Invest Institucional Nacional,475976,24.45,303663,15.6,172313,8.85
2011-10-20,Investidores Não Residentes,382393,19.64,461747,23.72,-79354,-4.079999999999998
2011-10-20,Outras Jurídicas Financeiras,3395,0.17,0,0,3395,0.17
2011-10-20,Pessoa Jurídica Não Financeira,10792,0.55,15694,0.81,-4902,-0.26
2011-10-21,Bancos,1082161,55.2,1173582,59.86,-91421,-4.659999999999997
2011-10-21,Invest Institucional Nacional,480274,24.5,307916,15.71,172358,8.79
2011-10-21,Investidores Não Residentes,383788,19.58,463196,23.63,-79408,-4.050000000000001
2011-10-21,Outras Jurídicas Financeiras,3395,0.17,0,0,3395,0.17
2011-10-21,Pessoa Jurídica Não Financeira,10916,0.56,15840,0.81,-4924,-0.25
2011-10-24,Bancos,1085692,54.89,1176811,59.49,-91119,-4.600000000000001
2011-10-24,DTVM'S e Corretoras de Valores,1,0,0,0,1,0
2011-10-24,Invest Institucional Nacional,490138,24.78,317744,16.06,172394,8.720000000000002
2011-10-24,Investidores Não Residentes,387976,19.61,467725,23.64,-79749,-4.030000000000001
2011-10-24,Outras Jurídicas Financeiras,3397,0.17,0,0,3397,0.17
2011-10-24,Pessoa Jurídica Não Financeira,10916,0.55,15840,0.8,-4924,-0.25
2011-10-25,Bancos,1098364,54.83,1189779,59.39,-91415,-4.560000000000002
2011-10-25,Invest Institucional Nacional,498493,24.88,326145,16.28,172348,8.599999999999998
2011-10-25,Investidores Não Residentes,391664,19.55,471475,23.54,-79811,-3.9899999999999984
2011-10-25,Outras Jurídicas Financeiras,3395,0.17,0,0,3395,0.17
2011-10-25,Pessoa Jurídica Não Financeira,11332,0.57,15849,0.79,-4517,-0.22000000000000008
2011-10-26,Bancos,1110437,55.47,1202654,60.08,-92217,-4.609999999999999
2011-10-26,Invest Institucional Nacional,486893,24.32,314547,15.71,172346,8.61
2011-10-26,Investidores Não Residentes,389926,19.48,469755,23.47,-79829,-3.9899999999999984
2011-10-26,Outras Jurídicas Financeiras,3396,0.17,0,0,3396,0.17
2011-10-26,Pessoa Jurídica Não Financeira,11066,0.55,14762,0.74,-3696,-0.18999999999999995
2011-10-27,Bancos,1119454,55.67,1212104,60.28,-92650,-4.609999999999999
2011-10-27,Invest Institucional Nacional,472710,23.51,300312,14.94,172398,8.570000000000002
2011-10-27,Investidores Não Residentes,403871,20.09,483736,24.06,-79865,-3.969999999999999
2011-10-27,Outras Jurídicas Financeiras,3395,0.17,0,0,3395,0.17
2011-10-27,Pessoa Jurídica Não Financeira,11266,0.56,14544,0.72,-3278,-0.15999999999999992
2011-10-28,Bancos,1129098,55.8,1221873,60.39,-92775,-4.590000000000003
2011-10-28,Invest Institucional Nacional,475631,23.51,303033,14.98,172598,8.530000000000001
2011-10-28,Investidores Não Residentes,403809,19.96,483741,23.91,-79932,-3.9499999999999993
2011-10-28,Outras Jurídicas Financeiras,3395,0.17,0,0,3395,0.17
2011-10-28,Pessoa Jurídica Não Financeira,11498,0.57,14784,0.73,-3286,-0.16000000000000003
2011-10-31,Bancos,1130124,55.65,1207881,59.47,-77757,-3.8200000000000003
2011-10-31,Invest Institucional Nacional,481402,23.7,324184,15.96,157218,7.739999999999998
2011-10-31,Investidores Não Residentes,404199,19.9,484187,23.84,-79988,-3.9400000000000013
2011-10-31,Outras Jurídicas Financeiras,3810,0.19,0,0,3810,0.19
2011-10-31,Pessoa Jurídica Não Financeira,11401,0.56,14684,0.72,-3283,-0.15999999999999992
2011-11-01,Bancos,987325,55.65,1137693,64.12,-150368,-8.470000000000006
2011-11-01,Invest Institucional Nacional,429067,24.18,238987,13.47,190080,10.709999999999999
2011-11-01,Investidores Não Residentes,345400,19.47,383144,21.59,-37744,-2.120000000000001
2011-11-01,Outras Jurídicas Financeiras,3810,0.21,0,0,3810,0.21
2011-11-01,Pessoa Jurídica Não Financeira,8639,0.49,14417,0.81,-5778,-0.32000000000000006
2011-11-03,Bancos,979444,55.09,1135009,63.84,-155565,-8.75
2011-11-03,Invest Institucional Nacional,434101,24.42,243292,13.68,190809,10.740000000000002
2011-11-03,Investidores Não Residentes,351848,19.79,389474,21.91,-37626,-2.120000000000001
2011-11-03,Outras Jurídicas Financeiras,3810,0.21,0,0,3810,0.21
